block_number,timestamp,total_borrowed,base_interest_rate,supply_rate,available_liquidity,expected_liquidity,total_supply,locked_lp_usd_balance,credit_manager_borrowed,credit_manager_debt_limit,credit_manager_borrowable
22588510,2025-05-29 16:48:35,62360284821,64124547140375569900000000,16699479071991221577822047,176227985928,239458069707,238588270747,33570496847,62360284821,100000000000000000000000000,176227985928
22590510,2025-05-29 23:32:59,62360284821,64124547140375569900000000,16699231048404142940197145,176227985928,239461626233,238588270747,33570496847,62360284821,100000000000000000000000000,176227985928
22590511,2025-05-29 23:33:11,62360284821,64124547140375569900000000,16699230925807264144243017,176227985928,239461627991,238588270747,33570496847,62360284821,100000000000000000000000000,176227985928
22592511,2025-05-30 06:15:59,62360284821,64124547140375569900000000,16698983890825186780048894,176227985928,239465170446,238588270747,33570496847,62360284821,100000000000000000000000000,176227985928
22594511,2025-05-30 12:58:47,62360284821,64124547140375569900000000,16698736863221607134107557,176227985928,239468712900,238588270747,33570496847,62360284821,100000000000000000000000000,176227985928
22596511,2025-05-30 19:41:35,62360284821,64124547140375569900000000,16698489842926464293236083,176227985928,239472255354,238588270747,33570496847,62360284821,100000000000000000000000000,176227985928
22598511,2025-05-31 02:23:59,62360284821,64124547140375569900000000,16698243075243634503007600,176227985928,239475794290,238588270747,33570496847,62360284821,100000000000000000000000000,176227985928
22600511,2025-05-31 09:05:47,62360284821,64124547140375569900000000,16697996682729798882727299,176227985928,239479327950,238588270747,33570496847,62360284821,100000000000000000000000000,176227985928
22602511,2025-05-31 15:48:11,62360284821,64124547140375569900000000,16697749929552611168270503,176227985928,239482866887,238588270747,33570496847,62360284821,100000000000000000000000000,176227985928
22604511,2025-05-31 22:32:11,62360284821,64124547140375569900000000,16697502202677700227670657,176227985928,239486419894,238588270747,33570496847,62360284821,100000000000000000000000000,176227985928
22606511,2025-06-01 05:14:47,62360284821,55969836688457126700000000,12715577735664503495478859,211227985928,274489687361,273588270747,33570496847,62360284821,100000000000000000000000000,211227985928
22608511,2025-06-01 11:58:11,62360284821,55969836688457126700000000,12715431471162214119136782,211227985928,274492844792,273588270747,33570496847,62360284821,100000000000000000000000000,211227985928
22610511,2025-06-01 18:41:47,62360284821,55969836688457126700000000,12715285137437744787429438,211227985928,274496003790,273588270747,33570496847,62360284821,100000000000000000000000000,211227985928
22612511,2025-06-02 01:24:47,62360284821,55969836688457126700000000,12715139024652178396903991,211227985928,274499158091,273588270747,33570496847,62360284821,100000000000000000000000000,211227985928
22614511,2025-06-02 08:07:11,62360284821,55969836688457126700000000,12714993132697757802701988,211227985928,274502307697,273588270747,33570496847,62360284821,100000000000000000000000000,211227985928
22616511,2025-06-02 14:51:11,62360284821,55969836688457126700000000,12714846664083378849513909,211227985928,274505469825,273588270747,33570496847,62360284821,100000000000000000000000000,211227985928
22618511,2025-06-02 21:35:23,62360284821,55969836688457126700000000,12714700126309370017170719,211227985928,274508633519,273588270747,33570496847,62360284821,100000000000000000000000000,211227985928
22620511,2025-06-03 04:19:23,62360284821,55969836688457126700000000,12714553664399051011737760,211227985928,274511795648,273588270747,33570496847,62360284821,100000000000000000000000000,211227985928
22622511,2025-06-03 11:01:47,62360284821,53285762061914565800000000,11520503612916045221077348,225147985928,288434899266,287508270747,33570496847,62360284821,100000000000000000000000000,225147985928
22624511,2025-06-03 17:45:35,71458114852,60947075876285396400000000,15099098579376389313415475,216050155897,288438619363,287508270747,33570496847,71458114852,100000000000000000000000000,216050155897
22626511,2025-06-04 00:27:59,71458114852,60947075876285396400000000,15098895399639461654774726,216050155897,288442500765,287508270747,33570496847,71458114852,100000000000000000000000000,216050155897
