block_number,timestamp,balance
22162103,2025-03-31 00:25:47,0
22165603,2025-03-31 12:08:11,0
22169103,2025-03-31 23:52:47,6256712191886515051
22172603,2025-04-01 11:36:35,6256712191886515051
22176103,2025-04-01 23:19:35,6256712191886515051
22179603,2025-04-02 11:02:23,47348025431828035870
22183103,2025-04-02 22:45:23,47348025431828035870
22186603,2025-04-03 10:29:11,47348025431828035870
22190103,2025-04-03 22:13:59,63201102244187173677
22193603,2025-04-04 09:55:59,139704227784437670572
22197103,2025-04-04 21:39:11,146701256766923647962
22200603,2025-04-05 09:23:11,157798498657176725928
22204103,2025-04-05 21:07:47,157798498657176725928
22207603,2025-04-06 08:51:23,157798498657176725928
22211103,2025-04-06 20:36:23,157798498657176725928
22214603,2025-04-07 08:20:47,157798498657176725928
22218103,2025-04-07 20:06:11,157798498657176725928
22221603,2025-04-08 07:50:35,158693558339732758436
22225103,2025-04-08 19:32:47,158693558339732758436
22228603,2025-04-09 07:16:59,165405001688142575364
22232103,2025-04-09 19:00:11,166060286533343583763
22232104,2025-04-09 19:00:23,166060286533343583763
22232105,2025-04-09 19:00:35,166060286533343583763
22232106,2025-04-09 19:00:47,166060286533343583763
22232107,2025-04-09 19:00:59,166060286533343583763
22232108,2025-04-09 19:01:11,166060286533343583763
22232109,2025-04-09 19:01:23,166060286533343583763
22232110,2025-04-09 19:01:35,166060286533343583763
22232111,2025-04-09 19:01:47,166060286533343583763
22232112,2025-04-09 19:01:59,166060286533343583763
22235612,2025-04-10 06:43:59,184419297842449117696
22235613,2025-04-10 06:44:11,184419297842449117696
22235614,2025-04-10 06:44:23,184419297842449117696
22235615,2025-04-10 06:44:35,184419297842449117696
22239115,2025-04-10 18:25:47,184419297842449117696
22242615,2025-04-11 06:09:11,184419297842449117696
22246115,2025-04-11 17:51:35,184419297842449117696
22249615,2025-04-12 05:34:11,184419297842449117696
22253115,2025-04-12 17:15:23,184419297842449117696
22256615,2025-04-13 04:58:47,184419297842449117696
22260115,2025-04-13 16:41:11,186971628612665987923
22263615,2025-04-14 04:23:23,186971628612665987923
22267115,2025-04-14 16:05:47,185076152707797914201
22270615,2025-04-15 03:49:35,185076152707797914201
22274115,2025-04-15 15:34:11,185076152707797914201
22277615,2025-04-16 03:17:59,185076152707797914201
