block_number,timestamp,total_supply
21739396,2025-01-30 23:18,493646612771889810331
21742896,2025-01-31 11:03,493646612771889810331
21746396,2025-01-31 22:48,493647303791043199345
21749896,2025-02-01 10:31,493701297985680644785
21753396,2025-02-01 22:15,493843922438203905565
21756896,2025-02-02 09:58,493843922438203905565
21760396,2025-02-02 21:44,493843922438203905565
21763896,2025-02-03 09:28,493843922438203905565
21767396,2025-02-03 21:13,493843922438203905565
21770896,2025-02-04 08:56,493843922438203905565
21774396,2025-02-04 20:41,493842922438203905565
21777896,2025-02-05 08:25,493842922438203905565
21781396,2025-02-05 20:09,496155506362981121671
21784896,2025-02-06 07:52,496155506362981121671
21788396,2025-02-06 19:35,495997506362981121671
21791896,2025-02-07 07:18,496098506362981121671
21795396,2025-02-07 19:02,500338506362981121671
21798896,2025-02-08 06:44,500338506362981121671
21802396,2025-02-08 18:28,500338506362981121671
21805896,2025-02-09 06:12,500338506362981121671
21809396,2025-02-09 17:56,500338506362981121671
21812896,2025-02-10 05:40,500628506362981121671
21816396,2025-02-10 17:23,500628506362981121671
21819896,2025-02-11 05:07,500628606362981121671
21823396,2025-02-11 16:51,500628606362981121671
21826896,2025-02-12 04:35,500628606362981121671
21830396,2025-02-12 16:26,500628606362981121671
21833896,2025-02-13 04:10,465138906946115302094
21837396,2025-02-13 15:54,465138906946115302094
21840896,2025-02-14 03:40,465138906946115302094
21844396,2025-02-14 15:26,465138906946115302094
21847896,2025-02-15 03:14,465138906946115302094
21851396,2025-02-15 15:01,465038906946115302094
21854896,2025-02-16 02:48,465038906946115302094
21858396,2025-02-16 14:35,465038906946115302094
21861896,2025-02-17 02:19,465038906946115302094
21865396,2025-02-17 14:06,465042843535851332125
21868896,2025-02-18 01:51,465042843535851332125
21872396,2025-02-18 13:34,461042843535851332125
21875896,2025-02-19 01:18,441392843535851332125
21879396,2025-02-19 13:03,441392843535851332125
21882896,2025-02-20 00:47,441392843535851332125
21886396,2025-02-20 12:32,441388906946115302094
21889896,2025-02-21 00:17,441388906946115302094
21893396,2025-02-21 12:03,441388906946115302094
21896896,2025-02-21 23:47,441388906946115302094
21900396,2025-02-22 11:30,441388906946115302094
21903896,2025-02-22 23:15,440989608455759659907
21907396,2025-02-23 11:00,440989608455759659907
21910896,2025-02-23 22:45,440989608455759659907
21914396,2025-02-24 10:27,440989608455759659907
21917896,2025-02-24 22:13,440989608455759659907
21921396,2025-02-25 09:56,440989608455759659907
21924896,2025-02-25 21:40,440989608455759659907
21928396,2025-02-26 09:24,390989608455759659907
21931896,2025-02-26 21:07,391087327565676111089
21935396,2025-02-27 08:50,308214078385769687990
21938896,2025-02-27 20:34,308214078385769687990
21942396,2025-02-28 08:16,308214078385769687990
21945896,2025-02-28 19:59,308214078385769687990
21949396,2025-03-01 07:41,308214078385769687990
21952896,2025-03-01 19:25,308214078385769687990
21956396,2025-03-02 07:07,308214078385769687990
21959896,2025-03-02 18:50,308214078385769687990
21963396,2025-03-03 06:32,308214078385769687990
21966896,2025-03-03 18:16,308215055576868852501
21970396,2025-03-04 05:59,308215055576868852501
21973896,2025-03-04 17:43,308215055576868852501
21977396,2025-03-05 05:26,308215055576868852501
21980896,2025-03-05 17:10,308215055576868852501
21984396,2025-03-06 04:53,308215055576868852501
21987896,2025-03-06 16:37,308215055576868852501
21991396,2025-03-07 04:21,307925055576868852501
21994896,2025-03-07 16:06,307925055576868852501
21998396,2025-03-08 03:51,187925055576868852501
22001896,2025-03-08 15:35,187925055576868852501
22005396,2025-03-09 03:20,187925055576868852501
22008896,2025-03-09 15:04,187925055576868852501
22012396,2025-03-10 02:48,187925055576868852501
22015896,2025-03-10 14:32,187925055576868852501
22019396,2025-03-11 02:16,187857754093539098134
22022896,2025-03-11 14:01,187857754093539098134
22026396,2025-03-12 01:45,187857754093539098134
22029896,2025-03-12 13:29,187857754093539098134
22033396,2025-03-13 01:13,187857754093539098134
22036896,2025-03-13 12:56,187857754093539098134
22040396,2025-03-14 00:40,187857754093539098134
22043896,2025-03-14 12:23,187857754093539098134
22047396,2025-03-15 00:06,189810533353757354419
22050896,2025-03-15 11:50,189810533353757354419
22054396,2025-03-15 23:33,189810533353757354419
22057896,2025-03-16 11:17,189810533353757354419
22061396,2025-03-16 23:00,189810533353757354419
22064896,2025-03-17 10:43,189810533353757354419
22068396,2025-03-17 22:27,189810533353757354419
22071896,2025-03-18 10:12,189810533353757354419
22075396,2025-03-18 21:56,337440645426257529626
22078896,2025-03-19 09:41,337440645426257529626
22082396,2025-03-19 21:26,376984425445677219413
22085896,2025-03-20 09:10,376984425445677219413
22089396,2025-03-20 20:53,376984425445677219413
22092896,2025-03-21 08:37,376984425445677219413
22096396,2025-03-21 20:19,376984425445677219413
22099896,2025-03-22 08:00,376984425445677219413
22103396,2025-03-22 19:44,376984425445677219413
22106896,2025-03-23 07:27,376984425445677219413
22110396,2025-03-23 19:09,376984425445677219413
22113896,2025-03-24 06:52,376984425445677219413
22117396,2025-03-24 18:35,376984425445677219413
22120896,2025-03-25 06:20,455038866890290708878
22124396,2025-03-25 18:04,455038866890290708878
22127896,2025-03-26 05:49,455038866890290708878
22131396,2025-03-26 17:31,553195457133910659992
22134896,2025-03-27 05:14,553195457133910659992
22138396,2025-03-27 16:57,616384037439549938117
22141896,2025-03-28 04:41,616384037439549938117
22145396,2025-03-28 16:25,616384037439549938117
22148896,2025-03-29 04:09,616384037439549938117
22152396,2025-03-29 15:55,616384037439549938117
22152397,2025-03-29 15:55,616384037439549938117
22155897,2025-03-30 03:38,616384037439549938117
22159397,2025-03-30 15:22,616627820542580953850
22162897,2025-03-31 03:04,614315236617803737744
22166397,2025-03-31 14:47,614315236617803737744
22169897,2025-04-01 02:32,619443507796712688539
22173397,2025-04-01 14:15,579899727777292998752
22176897,2025-04-02 01:58,579655944674261983019
22180397,2025-04-02 13:41,579655944674261983019
22183897,2025-04-03 01:24,579655944674261983019
22187397,2025-04-03 13:09,579655944674261983019
22190897,2025-04-04 00:53,579655944674261983019
22194397,2025-04-04 12:35,579655944674261983019
22197897,2025-04-05 00:18,579655944674261983019
22201397,2025-04-05 12:03,579655944674261983019
22201398,2025-04-05 12:03,579655944674261983019
22201399,2025-04-05 12:03,579655944674261983019
22201400,2025-04-05 12:04:11,579655944674261983019
22201401,2025-04-05 12:04:23,579655944674261983019
22201402,2025-04-05 12:04:35,579655944674261983019
22204902,2025-04-05 23:48:47,579655944674261983019
22208402,2025-04-06 11:32:47,579655944674261983019
22211902,2025-04-06 23:17:11,579655944674261983019
22215402,2025-04-07 11:01:11,579655944674261983019
22215403,2025-04-07 11:01:23,579655944674261983019
22215404,2025-04-07 11:01:35,579655944674261983019
22215405,2025-04-07 11:01:47,579655944674261983019
22218905,2025-04-07 22:47:23,573768060445119321437
22218906,2025-04-07 22:47:35,573768060445119321437
22218907,2025-04-07 22:47:47,573768060445119321437
22222407,2025-04-08 10:32:11,573768060445119321437
22225907,2025-04-08 22:14:59,526894137495049424827
22229407,2025-04-09 09:58:35,526894137495049424827
22232907,2025-04-09 21:41:23,528669014672539505587
22232908,2025-04-09 21:41:35,528669014672539505587
22232909,2025-04-09 21:41:47,528669014672539505587
22232910,2025-04-09 21:41:59,528669014672539505587
22236410,2025-04-10 09:23:35,528669014672539505587
