block_number,timestamp,spot_price
22232029,2025-04-09 18:45:23,2010477223286284708
22235529,2025-04-10 06:27:23,2013012017320057912
22235530,2025-04-10 06:27:35,2013012042578922732
22239030,2025-04-10 18:08:47,2017921120489349501
22242530,2025-04-11 05:51:59,2011595371482102638
22246030,2025-04-11 17:34:23,2011927634632504328
22249530,2025-04-12 05:16:59,2016918871664873627
22253030,2025-04-12 16:58:23,2014167745211306782
22256530,2025-04-13 04:41:35,2016561656368848489
22260030,2025-04-13 16:24:11,2016337920347213559
22263530,2025-04-14 04:06:11,2016297786142863816
22267030,2025-04-14 15:48:35,2016369420434737986
22270530,2025-04-15 03:32:23,2016736629676860255
22274030,2025-04-15 15:16:59,2016608881437408701
22277530,2025-04-16 03:00:59,2016710614957663866
22277531,2025-04-16 03:01:11,2016710643859919978
22281031,2025-04-16 14:42:35,2016427610946718517
22284531,2025-04-17 02:26:23,2013651658674780636
22288031,2025-04-17 14:10:35,2013304997790564073
22291531,2025-04-18 01:53:47,2026700369304048308
22295031,2025-04-18 13:36:23,2019054558393344791
22298531,2025-04-19 01:20:23,2012300303937853197
22298532,2025-04-19 01:20:35,2012300341795500174
22302032,2025-04-19 13:03:35,2011709415171480873
22302033,2025-04-19 13:03:47,2011709453032667464
22304033,2025-04-19 19:45:47,2014560206823909899
22306033,2025-04-20 02:27:59,2017100068650724341
22308033,2025-04-20 09:10:23,2017176903687920883
22310033,2025-04-20 15:52:11,2016249524402435177
22312033,2025-04-20 22:34:35,2016325903974075994
22314033,2025-04-21 05:17:11,2017551188666602162
22316033,2025-04-21 11:58:35,2017627425529574885
22318033,2025-04-21 18:39:47,2017695328748608384
22320033,2025-04-22 01:21:59,2017773718337586852
22322033,2025-04-22 08:04:23,2017735250794612385
22324033,2025-04-22 14:45:35,2018100491149683726
22326033,2025-04-22 21:26:47,2018178841716598172
22328033,2025-04-23 04:08:47,2020413112178521867
22330033,2025-04-23 10:52:35,2020835063015645601
22332033,2025-04-23 17:34:59,2011473039634232489
22332034,2025-04-23 17:35:11,2011466633296038819
22334034,2025-04-24 00:16:11,2013856430103717913
22336034,2025-04-24 06:57:11,2016976306430241859
22338034,2025-04-24 13:39:59,2010983813163568248
22340034,2025-04-24 20:23:59,2011059753127344461
22342034,2025-04-25 03:05:11,2012938430705138125
22344034,2025-04-25 09:46:11,2014246669529003251
22346034,2025-04-25 16:27:23,2013742738727286217
22348034,2025-04-25 23:10:11,2013820210060189292
22350034,2025-04-26 05:50:59,2014170104532182587
22352034,2025-04-26 12:32:11,2015428811808039602
22354034,2025-04-26 19:13:35,2015506072423944749
22356034,2025-04-27 01:55:11,2015671287567290794
22358034,2025-04-27 08:35:23,2015748321033617723
22360034,2025-04-27 15:16:23,2015991982215602387
22362034,2025-04-27 21:57:47,2017222084217374503
22364034,2025-04-28 04:39:11,2017409224937318692
22366034,2025-04-28 11:20:35,2017486548862794637
22368034,2025-04-28 18:03:59,2017167670043559892
22370034,2025-04-29 00:46:23,2012803579427161254
22372034,2025-04-29 07:28:47,2014984470770364081
22374034,2025-04-29 14:11:11,2019101028341996327
22376034,2025-04-29 20:53:23,2013607747242577607
22378034,2025-04-30 03:36:47,2013685341133299472
22380034,2025-04-30 10:20:11,2013528464318813104
22382034,2025-04-30 17:03:11,2013513311630084978
22384034,2025-04-30 23:46:59,2015984139822049652
22386034,2025-05-01 06:28:59,2016558931202743224
22388034,2025-05-01 13:13:23,2016531103156833891
22390034,2025-05-01 19:56:47,2016719215218096570
22392034,2025-05-02 02:40:11,2017176650711893804
22394034,2025-05-02 09:25:23,2020210329928764418
22396034,2025-05-02 16:11:11,2013385898876103887
22398034,2025-05-02 22:54:23,2013451408613647014
22400034,2025-05-03 05:38:47,2013589029753070286
22402034,2025-05-03 12:22:59,2013686897840721508
22404034,2025-05-03 19:04:35,2017664777816348853
22406034,2025-05-04 01:46:59,2017731611854544086
22408034,2025-05-04 08:30:59,2014834156195976247
22410034,2025-05-04 15:14:47,2014472606783429924
22412034,2025-05-04 21:58:59,2014539724254875361
22414034,2025-05-05 04:42:23,2014878881504789795
22416034,2025-05-05 11:25:23,2017872525204938127
22418034,2025-05-05 18:08:11,2017714905173143694
22420034,2025-05-06 00:51:59,2020435051806461300
22422034,2025-05-06 07:36:59,2020850912625802628
22422035,2025-05-06 07:37:11,2020850945937420368
22424035,2025-05-06 14:21:23,2020804737093394202
22426035,2025-05-06 21:04:11,2020916739647973090
22428035,2025-05-07 03:48:23,2021118208497763002
22430035,2025-05-07 10:33:23,2021185673559004905
22432035,2025-05-07 17:24:47,2015575334079507703
22434035,2025-05-08 00:14:23,2015606327677482510
22436035,2025-05-08 07:03:35,2015774529492325992
22438035,2025-05-08 13:48:59,2023180832255701798
22440035,2025-05-08 20:36:59,2021180049025263559
22442035,2025-05-09 03:22:59,2021058291833896430
22444035,2025-05-09 10:07:59,2025418349074076787
22446035,2025-05-09 16:52:59,2023442676875551910
22448035,2025-05-09 23:43:11,2024947097286086524
22450035,2025-05-10 06:29:23,2025008149018777302
22452035,2025-05-10 13:15:35,2024642023091420284
22454035,2025-05-10 19:58:59,2025107588708313367
22456035,2025-05-11 02:46:11,2025038653140098362
22458035,2025-05-11 09:31:47,2024575859283769933
22460035,2025-05-11 16:15:59,2025247382051956944
22462035,2025-05-11 23:00:47,2025308672747865445
22464035,2025-05-12 05:46:59,2025024988935984910
22466035,2025-05-12 12:30:59,2025128878094883211
22468035,2025-05-12 19:17:11,2020262730057290951
22470035,2025-05-13 02:03:23,2029295740133083676
22472035,2025-05-13 08:50:11,2029378901007811802
22474035,2025-05-13 15:33:59,2029327958368530511
22476035,2025-05-13 22:20:11,2030804028367189324
22478035,2025-05-14 05:03:59,2031021116532968196
22480035,2025-05-14 11:50:59,2031082988881406500
22482035,2025-05-14 18:36:11,2023864155096527202
22484035,2025-05-15 01:21:11,2023916417419317670
22486035,2025-05-15 08:06:47,2024282091714773260
22488035,2025-05-15 14:51:47,2018750083534703665
22490035,2025-05-15 21:35:47,2017587788695635413
22492035,2025-05-16 04:19:59,2016227493313729518
22494035,2025-05-16 11:04:11,2023447855831928699
22496035,2025-05-16 17:48:59,2020737841801333144
22498035,2025-05-17 00:34:59,2020813755525085690
22500035,2025-05-17 07:18:47,2021026353806742200
22502035,2025-05-17 14:02:35,2021870335565734202
22504035,2025-05-17 20:46:11,2017763281561967732
22506035,2025-05-18 03:30:35,2017756056571594757
22508035,2025-05-18 10:15:47,2017963145179547090
22510035,2025-05-18 17:00:59,2021471202550247712
22512035,2025-05-18 23:43:47,2021542577708701684
22514035,2025-05-19 06:28:23,2023630656071203220
22516035,2025-05-19 13:11:11,2024021677666588089
22518035,2025-05-19 19:55:47,2023904622497760657
22520035,2025-05-20 02:39:59,2023980821985404605
22522035,2025-05-20 09:23:47,2024457648710249527
22524035,2025-05-20 16:09:11,2025628004748600515
22526035,2025-05-20 22:53:11,2026072394190955811
22528035,2025-05-21 05:36:35,2026206908182406956
22530035,2025-05-21 12:19:35,2026262737710714927
22532035,2025-05-21 19:03:23,2026103400801866046
22534035,2025-05-22 01:46:35,2026171722033877724
22536035,2025-05-22 08:29:35,2027069053797369976
22538035,2025-05-22 15:11:59,2026738813313371898
22540035,2025-05-22 21:53:59,2027525550586514176
22542035,2025-05-23 04:37:23,2027717619266680587
22544035,2025-05-23 11:19:23,2027779684444141167
22546035,2025-05-23 18:02:59,2027836097096792001
22548035,2025-05-24 00:45:59,2027899755947553963
22550035,2025-05-24 07:30:11,2029734827149432979
22552035,2025-05-24 14:14:23,2031391214011323637
22554035,2025-05-24 20:57:23,2031306482573526939
22556035,2025-05-25 03:40:35,2031716695784021347
22558035,2025-05-25 10:24:11,2031784291235475763
22560035,2025-05-25 17:08:47,2031513893575985358
22562035,2025-05-25 23:52:11,2031581446587767416
22564035,2025-05-26 06:36:11,2031672403835582130
22566035,2025-05-26 13:20:47,2031921312329132360
22568035,2025-05-26 20:04:47,2031585740984486773
22570035,2025-05-27 02:45:47,2026528897290925669
22572035,2025-05-27 09:27:47,2031263592712536384
22574035,2025-05-27 16:11:23,2031319238063979761
22576035,2025-05-27 22:52:59,2031387119725322111
22578035,2025-05-28 05:36:11,2031995058421136880
22580035,2025-05-28 12:21:23,2028238616950619587
22582035,2025-05-28 19:04:59,2027693110379914331
22584035,2025-05-29 01:47:23,2027767149623123938
22586035,2025-05-29 08:30:23,2027982546175177992
22588035,2025-05-29 15:12:59,2027544039598274480
22590035,2025-05-29 21:57:23,2027619242437347983
22590036,2025-05-29 21:57:35,2027619279629652173
22592036,2025-05-30 04:40:23,2027720723778947418
22594036,2025-05-30 11:23:23,2029841532682425912
22596036,2025-05-30 18:06:35,2029672294920460109
22598036,2025-05-31 00:48:47,2029710020159574435
22600036,2025-05-31 07:29:59,2029784694398359158
22602036,2025-05-31 14:12:35,2032332765327518220
22604036,2025-05-31 20:56:23,2030049379292357150
22606036,2025-06-01 03:38:47,2030954796159228650
22608036,2025-06-01 10:22:35,2031030029836139991
22610036,2025-06-01 17:05:35,2030967289051976734
22612036,2025-06-01 23:49:47,2031245754853693838
22614036,2025-06-02 06:31:59,2031320703761056666
22616036,2025-06-02 13:14:35,2031268935024499443
22618036,2025-06-02 19:59:47,2031344532844667474
22620036,2025-06-03 02:43:35,2031513455710886852
22622036,2025-06-03 09:26:11,2031588587772267117
22624036,2025-06-03 16:09:47,2036131794579213362
22626036,2025-06-03 22:52:11,2029630398650828092
