block_number,timestamp,total_borrowed,base_interest_rate,supply_rate,available_liquidity,expected_liquidity,total_supply,locked_lp_eth_balance,credit_manager_borrowed,credit_manager_debt_limit,credit_manager_borrowable
22203532,2025-04-05 19:12,341182486621097594045,32125324191889441542857142,11995334794377085140144158,571260992804419877009,913738397400597395498,912443479425517471054,125884620196277767091,93300151132623398045,100000000000000000000000000,571260992804419877009
22203533,2025-04-05 19:13:11,341182486621097594045,32125324191889441542857142,11995334722581932817959819,571260992804419877009,913738402869555864869,912443479425517471054,125884620196277767091,93300151132623398045,100000000000000000000000000,571260992804419877009
22207033,2025-04-06 06:56:47,341182486621097594045,32125324191889441542857142,11995082152555722736103697,571260992804419877009,913757642665451114363,912443479425517471054,125884620196277767091,93300151132623398045,100000000000000000000000000,571260992804419877009
22210533,2025-04-06 18:41:59,341182486621097594045,32125324191889441542857142,11994829018852544687969570,571260992804419877009,913776926213014118832,912443479425517471054,125884620196277767091,93300151132623398045,100000000000000000000000000,571260992804419877009
22214033,2025-04-07 06:26:11,341182486621097594045,32125324191889441542857142,11994576254763318829067451,571260992804419877009,913796182415784776441,912443479425517471054,125884620196277767091,93300151132623398045,100000000000000000000000000,571260992804419877009
22214034,2025-04-07 06:26:23,341182486621097594045,32125324191889441542857142,11994576182977246327659761,571260992804419877009,913796187884743245812,912443479425517471054,125884620196277767091,93300151132623398045,100000000000000000000000000,571260992804419877009
22214035,2025-04-07 06:26:35,341182486621097594045,32125324191889441542857142,11994576111191174685500676,571260992804419877009,913796193353701715184,912443479425517471054,125884620196277767091,93300151132623398045,100000000000000000000000000,571260992804419877009
22214036,2025-04-07 06:26:47,341182486621097594045,32125324191889441542857142,11994576039405103902603305,571260992804419877009,913796198822660184556,912443479425517471054,125884620196277767091,93300151132623398045,100000000000000000000000000,571260992804419877009
22217536,2025-04-07 18:11:35,341182486621097594045,32125324191889441542857142,11994323070628469842279078,571260992804419877009,913815471432306250280,912443479425517471054,125884620196277767091,93300151132623398045,100000000000000000000000000,571260992804419877009
22221036,2025-04-08 05:56:47,339360145162917799945,31957194233385177257142857,11867570629433746079443075,573124094989083311852,913834719225818154179,912484240152001111797,125884620196277767091,91800151132623398045,100000000000000000000000000,573124094989083311852
22221037,2025-04-08 05:56:59,339360145162917799945,31957194233385177257142857,11867570559072085143532949,573124094989083311852,913834724643854503369,912484240152001111797,125884620196277767091,91800151132623398045,100000000000000000000000000,573124094989083311852
22221038,2025-04-08 05:57:11,339360145162917799945,31957194233385177257142857,11867570488710425041970562,573124094989083311852,913834730061890852558,912484240152001111797,125884620196277767091,91800151132623398045,100000000000000000000000000,573124094989083311852
22224538,2025-04-08 17:39:11,296760145162917799945,27931092726520515342857142,9067925799930452064118282,616209817430551837155,914082813971053692193,912969962593469637100,126116724068796231591,49200151132623398045,100000000000000000000000000,616209817430551837155
22228038,2025-04-09 05:22:47,307170775322139945445,28977610844524219714285714,9760828462681528853422319,603618666508071626116,911918002055577628502,910789441830211571561,126116724068796231591,49200151132623398045,100000000000000000000000000,603618666508071626116
22231538,2025-04-09 17:06:35,308201311942438690845,30438338814451727828571428,10769178544017482967188614,561763458057276193999,871109706057748025796,869964769999714884844,126116724068796231591,49200151132623398045,100000000000000000000000000,561763458057276193999
22231539,2025-04-09 17:06:47,308201311942438690845,30438338814451727828571428,10769178485388528287506305,561763458057276193999,871109710800194401514,869964769999714884844,126116724068796231591,49200151132623398045,100000000000000000000000000,561763458057276193999
22231540,2025-04-09 17:06:59,308201311942438690845,30438338814451727828571428,10769178426759574246205255,561763458057276193999,871109715542640777231,869964769999714884844,126116724068796231591,49200151132623398045,100000000000000000000000000,561763458057276193999
22231541,2025-04-09 17:07:11,308201311942438690845,30438338814451727828571428,10769178368130620843260727,561763458057276193999,871109720285087152949,869964769999714884844,126116724068796231591,49200151132623398045,100000000000000000000000000,561763458057276193999
22235041,2025-04-10 04:49:47,336558635295154109245,33063593793995357485714285,12710145591462401301035989,537785969708868377489,875508303597650591836,874344605004022486734,126116724068796231591,49200151132623398045,100000000000000000000000000,537785969708868377489
