block_number,timestamp,total_borrowed,base_interest_rate,supply_rate,available_liquidity,expected_liquidity,total_supply,locked_lp_usd_balance,credit_manager_borrowed,credit_manager_debt_limit,credit_manager_borrowable,locked_lp_bnb_balance
49852163,2025-05-18 02:40:14,17050403348553516575,19797583706988503708571428,4647014766358342346970657,56188308285056748793,72639491050172298861,73238711633610265368,,0,0,0,4.882716203484286e+18
49864163,2025-05-18 07:40:15,17050403348553516575,19797583706988503708571428,4646996213738029280453151,56188308285056748793,72639781055335893387,73238711633610265368,,0,0,0,4.882716203484286e+18
49876163,2025-05-18 12:40:16,17050403348553516575,19797583706988503708571428,4646977661265853615586598,56188308285056748793,72640071060499487912,73238711633610265368,,0,0,0,4.882716203484286e+18
49888163,2025-05-18 17:40:17,17050403348553516575,19797583706988503708571428,4646959108941813578061518,56188308285056748793,72640361065663082437,73238711633610265368,,0,0,0,4.882716203484286e+18
49900163,2025-05-18 22:40:17,17050403348553516575,19797583706988503708571428,4646940557796522461962653,56188308285056748793,72640651054716174012,73238711633610265368,,0,0,0,4.882716203484286e+18
49912163,2025-05-19 03:40:18,17050403348553516575,19797583706988503708571428,4646922005768740127443845,56188308285056748793,72640941059879768537,73238711633610265368,,0,0,0,4.882716203484286e+18
49924163,2025-05-19 08:40:18,17050403348553516575,19797583706988503708571428,4646903454919686708485203,56188308285056748793,72641231048932860113,73238711633610265368,,0,0,0,4.882716203484286e+18
49936163,2025-05-19 13:40:19,17050403348553516575,19797583706988503708571428,4646884903188154980724862,56188308285056748793,72641521054096454638,73238711633610265368,,0,0,0,4.882716203484286e+18
49948163,2025-05-19 18:40:23,17050403348553516575,19797583706988503708571428,4646866348513003551790637,56188308285056748793,72641811107591558011,73238711633610265368,,0,0,0,4.882716203484286e+18
49960163,2025-05-19 23:40:25,17050403348553516575,19797583706988503708571428,4646847796047174326234924,56188308285056748793,72642101128865655487,73238711633610265368,,0,0,0,4.882716203484286e+18
49972163,2025-05-20 04:40:26,17050403348553516575,19797583706988503708571428,4646829244760050460727357,56188308285056748793,72642391134029250012,73238711633610265368,,0,0,0,4.882716203484286e+18
49984163,2025-05-20 09:40:29,17050403348553516575,19797583706988503708571428,4646810691559933098689524,56188308285056748793,72642681171413850436,73238711633610265368,,0,0,0,4.882716203484286e+18
49996163,2025-05-20 14:40:38,19050403348553516575,22210846894916515548000000,5824727849727198989725114,54188308285056748793,72642980578216052166,73238711633610265368,,0,0,0,4.882716203484286e+18
50008163,2025-05-20 19:40:43,19050403348553516575,22210846894916515548000000,5824699758369721234722953,54188308285056748793,72643330920726451953,73238711633610265368,,0,0,0,4.882716203484286e+18
50020163,2025-05-21 00:40:46,19050403348553516575,22210846894916515548000000,5824671670403548841120186,54188308285056748793,72643681224320716176,73238711633610265368,,0,0,0,4.882716203484286e+18
50032163,2025-05-21 05:40:48,19050403348553516575,22210846894916515548000000,5824643584268427641550424,54188308285056748793,72644031508456912619,73238711633610265368,,0,0,0,4.882716203484286e+18
50044163,2025-05-21 10:41:03,19050403348553516575,22210846894916515548000000,5824615478122279780255561,54188308285056748793,72644382045547990216,73238711633610265368,,0,0,0,4.882716203484286e+18
50056163,2025-05-21 15:41:19,19050403348553516575,22210846894916515548000000,5824587370687246694827549,54188308285056748793,72644732602097135595,73238711633610265368,,0,0,0,4.882716203484286e+18
50068163,2025-05-21 20:41:23,39175009448099500828,46587046500365078196000000,25208505899544211005964973,33820001155516179589,72398102215326096802,72995010603615680417,,0,0,0,4.882716203484286e+18
50080163,2025-05-22 01:41:26,39175009448099500828,46587046500365078196000000,25208065266823623687302493,33820001155516179589,72399367721917214798,72995010603615680417,,0,0,0,4.882716203484286e+18
50092163,2025-05-22 06:41:27,39175009448099500828,46587046500365078196000000,25207624698455334747857353,33820001155516179589,72400633087919920739,72995010603615680417,,0,0,0,4.882716203484286e+18
50104163,2025-05-22 11:41:28,39175009448099500828,46587046500365078196000000,25207184145486648498533406,33820001155516179589,72401898453922626680,72995010603615680417,,0,0,0,4.882716203484286e+18
50116163,2025-05-22 16:41:30,39175009448099500828,46587046500365078196000000,25206743583444235437701223,33820001155516179589,72403163890219538648,72995010603615680417,,0,0,0,4.882716203484286e+18
50128163,2025-05-22 21:41:32,39175009448099500828,46587046500365078196000000,25206303036801521115862658,33820001155516179589,72404429326516450617,72995010603615680417,,0,0,0,4.882716203484286e+18
50140163,2025-05-23 02:41:48,39175009448099500828,46587046500365078196000000,25205862162966344859362706,33820001155516179589,72405695746932246975,72995010603615680417,,0,0,0,4.882716203484286e+18
50152163,2025-05-23 07:41:48,39175009448099500828,46587046500365078196000000,25205421696072491106982024,33820001155516179589,72406961042640746887,72995010603615680417,,0,0,0,4.882716203484286e+18
50164163,2025-05-23 12:41:50,39175009448099500828,46587046500365078196000000,25204981195634292133214643,33820001155516179589,72408226478937658856,72995010603615680417,,0,0,0,4.882716203484286e+18
50176163,2025-05-23 17:41:51,49520510708688027828,60109161000932926825714285,41820745489200616860460736,22240620550720984703,71176071019719374387,71761131259409012531,,0,0,0,4.882716203484286e+18
50188163,2025-05-23 22:41:55,49520510708688027828,60109161000932926825714285,41819580912900726543074541,22240620550720984703,71178053104752735037,71761131259409012531,,0,0,0,4.882716203484286e+18
50200163,2025-05-24 03:41:56,49520510708688027828,60109161000932926825714285,41818416595495325906875813,22240620550720984703,71180034859511984376,71761131259409012531,,0,0,0,4.882716203484286e+18
50212163,2025-05-24 08:42:02,49520510708688027828,60109161000932926825714285,41817252019544148257694140,22240620550720984703,71182017164728085901,71761131259409012531,,0,0,0,4.882716203484286e+18
50224163,2025-05-24 13:42:03,49520510708688027828,60109161000932926825714285,41816087831812826891195484,22240620550720984703,71183998919487335238,71761131259409012531,,0,0,0,4.882716203484286e+18
50236163,2025-05-24 18:42:12,49520510708688027828,60109161000932926825714285,41814923191556610429668277,22240620550720984703,71185981554977548077,71761131259409012531,,0,0,0,4.882716203484286e+18
50248163,2025-05-24 23:42:14,49520510708688027828,60109161000932926825714285,41813759068824007725570208,22240620550720984703,71187963419828167852,71761131259409012531,,0,0,0,4.882716203484286e+18
50260163,2025-05-25 04:42:15,49520510708688027828,60109161000932926825714285,41812595075568590425152116,22240620550720984703,71189945174587417190,71761131259409012531,,0,0,0,4.882716203484286e+18
50272163,2025-05-25 09:42:18,49520510708688027828,60109161000932926825714285,41811431017802247066378126,22240620550720984703,71191927149529407403,71761131259409012531,,0,0,0,4.882716203484286e+18
50284163,2025-05-25 14:42:20,49520510708688027828,60109161000932926825714285,41810267089502263449591841,22240620550720984703,71193909014380027177,71761131259409012531,,0,0,0,4.882716203484286e+18
50296163,2025-05-25 19:42:21,49520510708688027828,60109161000932926825714285,41809103290652428386464785,22240620550720984703,71195890769139276515,71761131259409012531,,0,0,0,4.882716203484286e+18
50308163,2025-05-26 00:42:23,49520510708688027828,60109161000932926825714285,41807939491943531034113945,22240620550720984703,71197872633989896289,71761131259409012531,,0,0,0,4.882716203484286e+18
50320163,2025-05-26 05:42:23,49520510708688027828,60109161000932926825714285,41806775887309665266534060,22240620550720984703,71199854278657775189,71761131259409012531,,0,0,0,4.882716203484286e+18
50332163,2025-05-26 10:43:16,49520510708688027828,60109161000932926825714285,41805608921562363271703454,22240620550720984703,71201841758168287288,71761131259409012531,,0,0,0,4.882716203484286e+18
50344163,2025-05-26 15:43:19,49520510708688027828,60109161000932926825714285,41804445252745534693176486,22240620550720984703,71203823733110277501,71761131259409012531,,0,0,0,4.882716203484286e+18
50356163,2025-05-26 20:43:22,49520510708688027828,60109161000932926825714285,41803281648708885562565791,22240620550720984703,71205805708052267713,71761131259409012531,,0,0,0,4.882716203484286e+18
50368163,2025-05-27 01:43:23,49520510708688027828,60109161000932926825714285,41802118238704006043480382,22240620550720984703,71207787462811517050,71761131259409012531,,0,0,0,4.882716203484286e+18
50380163,2025-05-27 06:43:24,49520510708688027828,60109161000932926825714285,41800954893454098755350725,22240620550720984703,71209769217570766387,71761131259409012531,,0,0,0,4.882716203484286e+18
50392163,2025-05-27 11:43:26,49520510708688027828,60109161000932926825714285,41799791548332451699031051,22240620550720984703,71211751082421386163,71761131259409012531,,0,0,0,4.882716203484286e+18
50404163,2025-05-27 16:43:47,49520510708688027828,60109161000932926825714285,41798627040225724475866527,22240620550720984703,71213735039008044254,71761131259409012531,,0,0,0,4.882716203484286e+18
50416163,2025-05-27 21:43:51,49520510708688027828,60109161000932926825714285,41797463695441494440063601,22240620550720984703,71215717124041404905,71761131259409012531,,0,0,0,4.882716203484286e+18
50428163,2025-05-28 02:43:57,49520510708688027828,60109161000932926825714285,41796300286191163483914699,22240620550720984703,71217699429257506431,71761131259409012531,,0,0,0,4.882716203484286e+18
50440163,2025-05-28 07:43:59,49520510708688027828,60109161000932926825714285,41795137200132394441577394,22240620550720984703,71219681294108126206,71761131259409012531,,0,0,0,4.882716203484286e+18
50452163,2025-05-28 12:44:34,49520510708688027828,60109161000932926825714285,41793972046893901562161118,22240620550720984703,71221666791973970426,71761131259409012531,,0,0,0,4.882716203484286e+18
50464163,2025-05-28 17:44:36,49520510708688027828,60109161000932926825714285,41792809090407824549975198,22240620550720984703,71223648656824590201,71761131259409012531,,0,0,0,4.882716203484286e+18
50476163,2025-05-28 22:45:44,49520510708688027828,60109161000932926825714285,41791641935296962393690932,22240620550720984703,71225637787705658865,71761131259409012531,,0,0,0,4.882716203484286e+18
50488163,2025-05-29 03:45:44,49520510708688027828,60109161000932926825714285,41790479237665580587000831,22240620550720984703,71227619432373537765,71761131259409012531,,0,0,0,4.882716203484286e+18
50500163,2025-05-29 08:47:45,49520510708688027828,60109161000932926825714285,41789308789469830642334817,22240620550720984703,71229614398097239628,71761131259409012531,,0,0,0,4.882716203484286e+18
50512163,2025-05-29 13:47:47,49520510708688027828,62730807456122172270000000,44640023360741842639460330,20598178377372870516,69589157633091359764,70118689086060898344,,0,0,0,6.30580174207074e+18
50524163,2025-05-29 18:47:49,49520510708688027828,62730807456122172270000000,44638704534204378815971423,20598178377372870516,69591213607357726539,70118689086060898344,,0,0,0,6.30580174207074e+18
50536163,2025-05-29 23:47:49,49520510708688027828,62730807456122172270000000,44637385932097370134232010,20598178377372870516,69593269353207887740,70118689086060898344,,0,0,0,6.30580174207074e+18
50536164,2025-05-29 23:47:51,49520510708688027828,62730807456122172270000000,44637385785590353254549576,20598178377372870516,69593269581624093313,70118689086060898344,,0,0,0,6305801742070740255
50548164,2025-05-30 04:47:51,49520510708688027828,62730807456122172270000000,44636067261391220780274967,20598178377372870516,69595325327474254515,70118689086060898344,,0,0,0,6305801742070740255
50560164,2025-05-30 09:47:53,49520510708688027828,62730807456122172270000000,44634748668594699258449290,20598178377372870516,69597381301740621290,70118689086060898344,,0,0,0,6305801742070740255
50572164,2025-05-30 14:47:57,49520510708688027828,62730807456122172270000000,44633430007219850154116418,20598178377372870516,69599437504423193639,70118689086060898344,,0,0,0,6305801742070740255
50584164,2025-05-30 19:48:01,49520510708688027828,62730807456122172270000000,44632111423758129403084102,20598178377372870516,69601493707105765987,70118689086060898344,,0,0,0,6305801742070740255
50596164,2025-05-31 00:48:01,49520510708688027828,57429323975049655654285714,38120612352152421052818604,25598178377372870516,74603456697583256946,75118689086060898344,,0,0,0,6305801742070740255
50608164,2025-05-31 05:48:03,49520510708688027828,53155506166762486818857142,32656491828510663230405387,31598178377372870516,80605345674601286001,81118689086060898344,,0,0,0,6305801742070740255
50620164,2025-05-31 10:48:04,49520510708688027828,53155506166762486818857142,32655768588531296283039622,31598178377372870516,80607130872471748563,81118689086060898344,,0,0,0,6305801742070740255
50632164,2025-05-31 15:48:09,49520510708688027828,53156418473819586584571428,32655308046066278066414021,31598913067230089517,80609651164671248695,81119423775918117345,,0,0,0,6306536431927959256
50644164,2025-05-31 20:48:10,49520510708688027828,53156418473819586584571428,32654584860484836469149071,31598913067230089517,80611436388329622944,81119423775918117345,,0,0,0,6306536431927959256
50656164,2025-06-01 01:48:10,49520510708688027828,53156418473819586584571428,32653861747106147148840214,31598913067230089517,80613221512814414705,81119423775918117345,,0,0,0,6306536431927959256
50668164,2025-06-01 06:48:10,49520510708688027828,53156418473819586584571428,32653138665752447999072363,31598913067230089517,80615006637299206466,81119423775918117345,,0,0,0,6306536431927959256
50680164,2025-06-01 11:48:13,49520510708688027828,53156418473819586584571428,32652415495916058692255848,31598913067230089517,80616792059304745692,81119423775918117345,,0,0,0,6306536431927959256
50692164,2025-06-01 16:48:18,49520510708688027828,53156418473819586584571428,32651692277777602574126486,31598913067230089517,80618577679657449895,81119423775918117345,,0,0,0,6306536431927959256
50704164,2025-06-01 21:48:31,49520510708688027828,53156418473819586584571428,32650968770355876723280741,31598913067230089517,80620364093398814006,81119423775918117345,,0,0,0,6306536431927959256
50716164,2025-06-02 02:48:32,49520510708688027828,53156418473819586584571428,32650245776955037856807209,31598913067230089517,80622149317057188255,81119423775918117345,,0,0,0,6306536431927959256
50728164,2025-06-02 07:48:36,49520510708688027828,53156418473819586584571428,32649522695087906824987568,31598913067230089517,80623934838236309970,81119423775918117345,,0,0,0,6306536431927959256
50740164,2025-06-02 12:48:39,49520510708688027828,53156418473819586584571428,32648799685406852132398215,31598913067230089517,80625720260241849196,81119423775918117345,,0,0,0,6306536431927959256
50752164,2025-06-02 17:48:46,49520510708688027828,53156418473819586584571428,32648076547115195227979610,31598913067230089517,80627506078941718377,81119423775918117345,,0,0,0,6306536431927959256
50764164,2025-06-02 22:48:47,49520510708688027828,53156418473819586584571428,32647353681792795401908243,31598913067230089517,80629291302600092626,81119423775918117345,,0,0,0,6306536431927959256
50776164,2025-06-03 03:48:49,49520510708688027828,53156418473819586584571428,32646630808325511357274697,31598913067230089517,80631076625432049364,81119423775918117345,,0,0,0,6306536431927959256
50788164,2025-06-03 08:48:53,49520510708688027828,53156418473819586584571428,32645907886564043381153125,31598913067230089517,80632862146611171078,81119423775918117345,,0,0,0,6306536431927959256
50800164,2025-06-03 13:49:01,49520510708688027828,53156418473819586584571428,32645184836215475531454034,31598913067230089517,80634648064484622746,81119423775918117345,,0,0,0,6306536431927959256
50812164,2025-06-03 18:49:02,49520510708688027828,53156418473819586584571428,32644462098937484074450867,31598913067230089517,80636433288142996996,81119423775918117345,,0,0,0,6306536431927959256
50824164,2025-06-03 23:49:03,49520510708688027828,53156418473819586584571428,32643739393660390238233530,31598913067230089517,80638218511801371246,81119423775918117345,,0,0,0,6306536431927959256
