block_number,timestamp,total_supply
49632355,2025-05-14 07:02:48,47613429922069192654
49644355,2025-05-14 12:02:48,47613429922069192654
49656355,2025-05-14 17:04:36,47613429922069192654
49668355,2025-05-14 22:04:41,47613429922069192654
49680355,2025-05-15 03:04:42,47613429922069192654
49692355,2025-05-15 08:04:42,47613429922069192654
49704355,2025-05-15 13:04:44,47613429922069192654
49716355,2025-05-15 18:04:46,47613429922069192654
49728355,2025-05-15 23:04:52,47613429922069192654
49740355,2025-05-16 04:04:52,47613429922069192654
49752355,2025-05-16 09:04:53,47613429922069192654
49764355,2025-05-16 14:04:56,47613429922069192654
49776355,2025-05-16 19:04:57,47613429922069192654
49788355,2025-05-17 00:04:57,47613429922069192654
49800355,2025-05-17 05:04:58,47613429922069192654
49812355,2025-05-17 10:04:58,47613429922069192654
49824355,2025-05-17 15:04:59,47613429922069192654
49836355,2025-05-17 20:05:01,47613429922069192654
49848355,2025-05-18 01:05:02,47613429922069192654
49860355,2025-05-18 06:05:03,47613429922069192654
49872355,2025-05-18 11:05:04,46464553969919489404
49884355,2025-05-18 16:05:04,46464553969919489404
49896355,2025-05-18 21:05:05,46464553969919489404
49908355,2025-05-19 02:05:06,46464553969919489404
49920355,2025-05-19 07:05:06,46464553969919489404
49932355,2025-05-19 12:05:06,46464553969919489404
49944355,2025-05-19 17:05:10,46284820204747959926
49956355,2025-05-19 22:05:13,46284820204747959926
49968355,2025-05-20 03:05:14,46284820204747959926
49980355,2025-05-20 08:05:15,46284820204747959926
49992355,2025-05-20 13:05:19,46284820204747959926
50004355,2025-05-20 18:05:29,46284820204747959926
50016355,2025-05-20 23:05:32,46284820204747959926
50028355,2025-05-21 04:05:36,46284820204747959926
50040355,2025-05-21 09:05:36,46284820204747959926
50052355,2025-05-21 14:06:06,46284820204747959926
50064355,2025-05-21 19:06:09,46284820204747959926
50076355,2025-05-22 00:06:13,46284820204747959926
50088355,2025-05-22 05:06:15,46284820204747959926
50100355,2025-05-22 10:06:16,46284820204747959926
50112355,2025-05-22 15:06:17,46284820204747959926
50124355,2025-05-22 20:06:19,46284820204747959926
50136355,2025-05-23 01:06:35,46284820204747959926
50148355,2025-05-23 06:06:36,46284820204747959926
50160355,2025-05-23 11:06:37,46284820204747959926
50172355,2025-05-23 16:06:39,46284820204747959926
50184355,2025-05-23 21:06:41,46284820204747959926
50196355,2025-05-24 02:06:44,46284820204747959926
50208355,2025-05-24 07:06:50,46284820204747959926
50220355,2025-05-24 12:06:51,46284820204747959926
50232355,2025-05-24 17:06:59,46284820204747959926
50244355,2025-05-24 22:07:02,46284820204747959926
50256355,2025-05-25 03:07:02,46284820204747959926
50268355,2025-05-25 08:07:05,46284820204747959926
50280355,2025-05-25 13:07:07,46284820204747959926
50292355,2025-05-25 18:07:08,46284820204747959926
50304355,2025-05-25 23:07:11,46284820204747959926
50316355,2025-05-26 04:07:11,46284820204747959926
50328355,2025-05-26 09:08:04,46284820204747959926
50340355,2025-05-26 14:08:07,46284820204747959926
50352355,2025-05-26 19:08:10,46284820204747959926
50364355,2025-05-27 00:08:11,46284820204747959926
50376355,2025-05-27 05:08:12,46284820204747959926
50388355,2025-05-27 10:08:14,46284820204747959926
50400355,2025-05-27 15:08:34,46284820204747959926
50412355,2025-05-27 20:08:38,46284820204747959926
50424355,2025-05-28 01:08:43,46284820204747959926
50436355,2025-05-28 06:08:47,46284820204747959926
50448355,2025-05-28 11:09:21,46284820204747959926
50460355,2025-05-28 16:09:22,46284820204747959926
50472355,2025-05-28 21:10:32,46284820204747959926
50484355,2025-05-29 02:10:32,46284820204747959926
50496355,2025-05-29 07:12:33,46284820204747959926
50508355,2025-05-29 12:12:34,44739525503025057078
50520355,2025-05-29 17:12:36,45546793408324761283
50532355,2025-05-29 22:12:37,45546793408324761283
50532356,2025-05-29 22:12:39,45546793408324761283
50544356,2025-05-30 03:12:39,45546793408324761283
50556356,2025-05-30 08:12:41,45546793408324761283
50568356,2025-05-30 13:12:44,45546793408324761283
50580356,2025-05-30 18:12:48,45546793408324761283
50592356,2025-05-30 23:12:49,49591205613876279353
50604356,2025-05-31 04:12:51,49591205613876279353
50616356,2025-05-31 09:12:51,54434813045674504586
50628356,2025-05-31 14:12:54,54434813045674504586
50640356,2025-05-31 19:12:58,54434813045674504586
50652356,2025-06-01 00:12:58,54434813045674504586
50664356,2025-06-01 05:12:58,54434813045674504586
50676356,2025-06-01 10:13:00,54434813045674504586
50688356,2025-06-01 15:13:01,54434813045674504586
50700356,2025-06-01 20:13:19,54434813045674504586
50712356,2025-06-02 01:13:19,54434813045674504586
50724356,2025-06-02 06:13:22,54434813045674504586
50736356,2025-06-02 11:13:26,54434813045674504586
50748356,2025-06-02 16:13:33,54434813045674504586
50760356,2025-06-02 21:13:35,54434813045674504586
50772356,2025-06-03 02:13:36,54434813045674504586
50784356,2025-06-03 07:13:40,54434813045674504586
50796356,2025-06-03 12:13:48,54434813045674504586
50808356,2025-06-03 17:13:50,54434813045674504586
50820356,2025-06-03 22:13:51,54434813045674504586
